NomeProduto,Categoria,Preco,Origem,QuantidadeVendida,Litros,ImpactoAmbiental
Mega Hidrogênio Eficiente Poderoso,Hidrogênio Gasoso,206.0,Nacional Premium,1746,,8.32
Ultra Oxigênio Premium Extra,Hidrogênio Líquido,190.0,Nacional,1373,65.31,9.68
Essencial Oxigênio Puro Avançado,Oxigênio Líquido,178.0,Importado Exclusivo,1680,9.49,7.21
Essencial Hidrogênio Verde Puro,Oxigênio Gasoso,182.0,Local,1120,,3.15
Essencial Hidrogênio Verde Verde,Hidrogênio Gasoso,204.0,Nacional Premium,873,,4.28
Exclusivo Hidrogênio Verde Eficiente,Hidrogênio Líquido,183.0,Internacional,829,89.55,2.56
Mega Hidrogênio Eficiente Essencial,Oxigênio Gasoso,204.0,Importado Exclusivo,1862,,4.43
Plus Oxigênio Puro Natural,Oxigênio Gasoso,211.0,Nacional Premium,1391,,7.87
Max Oxigênio Eficiente Extra,Oxigênio Gasoso,160.0,Importado Exclusivo,729,,2.57
Mega Hidrogênio Eficiente Premium,Oxigênio Líquido,210.0,Importado,330,24.16,0.68
Mega Oxigênio Premium Natural,Hidrogênio Gasoso,141.0,Importado Exclusivo,1129,,3.31
Mega Oxigênio Puro Puro,Hidrogênio Líquido,198.0,Importado Especial,1826,98.96,6.65
Mega Hidrogênio Eficiente Premium,Oxigênio Líquido,199.0,Importado,124,63.96,9.23
Exclusivo Oxigênio Eficiente Natural,Oxigênio Líquido,216.0,Nacional Premium,479,56.34,8.39
Essencial Oxigênio Eficiente Essencial,Oxigênio Gasoso,175.0,Nacional,1677,,4.16
Max Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,254.0,Importado Especial,926,,9.0
Hiper Oxigênio Premium Essencial,Hidrogênio Líquido,188.0,Importado Exclusivo,249,40.82,1.74
Avançado Hidrogênio Puro Verde,Hidrogênio Líquido,220.0,Local,1681,98.7,1.96
Exclusivo Hidrogênio Eficiente Premium,Hidrogênio Gasoso,256.0,Importado Exclusivo,152,,2.87
Max Hidrogênio Verde Natural,Hidrogênio Líquido,195.0,Local,1964,72.71,9.32
Hiper Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,204.0,Importado Especial,1580,,0.28
Essencial Oxigênio Eficiente Verde,Oxigênio Gasoso,217.0,Internacional,1490,,8.48
Exclusivo Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,199.0,Importado Especial,995,,3.85
Hiper Oxigênio Puro Natural,Oxigênio Gasoso,187.0,Local,1773,,5.32
Essencial Oxigênio Premium Natural,Oxigênio Líquido,139.0,Internacional,490,43.26,2.01
Exclusivo Hidrogênio Eficiente Extra,Hidrogênio Gasoso,220.0,Nacional Premium,956,,2.09
Ultra Oxigênio Puro Avançado,Oxigênio Líquido,168.0,Local,402,46.96,1.81
Ultra Hidrogênio Verde Natural,Oxigênio Líquido,243.0,Internacional,145,12.47,3.87
Ultra Hidrogênio Verde Natural,Oxigênio Líquido,199.0,Importado Exclusivo,228,7.97,3.25
Plus Oxigênio Premium Eficiente,Hidrogênio Gasoso,140.0,Local,365,,5.08
Max Hidrogênio Puro Premium,Oxigênio Líquido,201.0,Importado Especial,166,60.36,3.23
Ultra Oxigênio Puro Natural,Hidrogênio Líquido,166.0,Importado Especial,1359,7.66,5.0
Essencial Oxigênio Eficiente Puro,Hidrogênio Gasoso,202.0,Nacional Premium,1594,,6.93
Mega Oxigênio Premium Poderoso,Oxigênio Gasoso,146.0,Nacional,770,,6.62
Exclusivo Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,259.0,Importado,809,,4.02
Avançado Hidrogênio Eficiente Extra,Oxigênio Líquido,257.0,Internacional,968,29.89,7.58
Exclusivo Oxigênio Premium Natural,Hidrogênio Líquido,175.0,Importado Especial,1587,36.72,1.54
Max Hidrogênio Verde Extra,Hidrogênio Gasoso,244.0,Importado Especial,1280,,7.82
Ultra Hidrogênio Puro Puro,Oxigênio Líquido,252.0,Importado Exclusivo,1604,53.9,2.52
Hiper Oxigênio Eficiente Natural,Hidrogênio Líquido,181.0,Internacional,667,68.03,9.41
Avançado Hidrogênio Verde Verde,Oxigênio Líquido,213.0,Internacional,943,44.8,0.55
Exclusivo Oxigênio Puro Premium,Oxigênio Gasoso,201.0,Importado Especial,1645,,4.87
Avançado Hidrogênio Eficiente Puro,Oxigênio Gasoso,195.0,Importado,584,,2.23
Mega Oxigênio Eficiente Premium,Hidrogênio Líquido,203.0,Nacional Premium,592,70.23,1.24
Avançado Oxigênio Puro Essencial,Oxigênio Gasoso,173.0,Local,1512,,6.18
Hiper Hidrogênio Puro Eficiente,Oxigênio Gasoso,221.0,Local,964,,1.41
Max Hidrogênio Verde Eficiente,Oxigênio Gasoso,203.0,Internacional,1562,,1.0
Essencial Oxigênio Puro Puro,Hidrogênio Gasoso,204.0,Importado,876,,1.23
Ultra Hidrogênio Verde Extra,Oxigênio Líquido,250.0,Importado,750,98.39,0.66
Hiper Hidrogênio Puro Puro,Oxigênio Gasoso,248.0,Importado Exclusivo,1683,,3.74
Mega Oxigênio Puro Natural,Hidrogênio Gasoso,185.0,Importado,1846,,5.77
Exclusivo Hidrogênio Eficiente Verde,Oxigênio Gasoso,243.0,Importado,1853,,4.99
Max Hidrogênio Eficiente Avançado,Oxigênio Líquido,215.0,Internacional,1446,9.8,7.55
Mega Hidrogênio Verde Eficiente,Hidrogênio Gasoso,221.0,Importado Exclusivo,1168,,4.63
Ultra Oxigênio Eficiente Extra,Hidrogênio Líquido,183.0,Nacional Premium,1496,79.48,4.06
Essencial Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,201.0,Importado Especial,1081,,1.95
Mega Hidrogênio Eficiente Eficiente,Hidrogênio Líquido,241.0,Importado,257,6.42,2.63
Plus Oxigênio Eficiente Puro,Hidrogênio Líquido,198.0,Internacional,714,17.57,1.99
Exclusivo Oxigênio Premium Natural,Hidrogênio Gasoso,143.0,Local,1517,,3.72
Max Hidrogênio Eficiente Premium,Hidrogênio Líquido,249.0,Internacional,1498,54.09,2.83
Mega Oxigênio Eficiente Eficiente,Hidrogênio Líquido,219.0,Importado Exclusivo,1516,82.25,8.43
Ultra Oxigênio Premium Essencial,Hidrogênio Gasoso,194.0,Nacional Premium,451,,2.4
Super Hidrogênio Puro Eficiente,Hidrogênio Gasoso,267.0,Internacional,154,,3.4
Max Oxigênio Eficiente Verde,Oxigênio Líquido,210.0,Nacional,1794,82.77,1.81
Mega Hidrogênio Puro Avançado,Oxigênio Líquido,263.0,Internacional,1618,44.54,4.09
Max Hidrogênio Eficiente Eficiente,Oxigênio Gasoso,241.0,Local,875,,4.1
Avançado Oxigênio Eficiente Avançado,Oxigênio Gasoso,186.0,Importado Especial,1587,,3.36
Essencial Oxigênio Eficiente Avançado,Oxigênio Gasoso,187.0,Internacional,1556,,3.21
Hiper Hidrogênio Eficiente Essencial,Oxigênio Gasoso,211.0,Nacional Premium,842,,1.94
Essencial Oxigênio Puro Extra,Hidrogênio Gasoso,177.0,Importado Especial,63,,4.57
Super Oxigênio Puro Poderoso,Hidrogênio Gasoso,192.0,Importado Exclusivo,1400,,6.11
Essencial Hidrogênio Eficiente Verde,Hidrogênio Líquido,212.0,Importado Especial,390,57.03,7.47
Super Hidrogênio Puro Verde,Oxigênio Líquido,213.0,Local,1623,25.36,9.85
Mega Oxigênio Eficiente Verde,Hidrogênio Gasoso,210.0,Nacional,213,,7.67
Hiper Hidrogênio Verde Puro,Hidrogênio Líquido,189.0,Local,435,25.24,4.53
Super Hidrogênio Verde Verde,Hidrogênio Gasoso,212.0,Nacional Premium,1324,,9.83
Ultra Oxigênio Eficiente Extra,Oxigênio Líquido,175.0,Nacional Premium,1119,99.44,9.55
Ultra Oxigênio Puro Extra,Oxigênio Gasoso,177.0,Importado Exclusivo,827,,5.73
Max Hidrogênio Puro Essencial,Hidrogênio Líquido,256.0,Internacional,635,11.21,0.44
Super Hidrogênio Eficiente Extra,Oxigênio Gasoso,224.0,Nacional Premium,942,,8.69
Exclusivo Hidrogênio Puro Premium,Oxigênio Líquido,240.0,Nacional Premium,1660,45.72,0.41
Essencial Oxigênio Eficiente Avançado,Oxigênio Gasoso,165.0,Nacional,1258,,0.53
Hiper Hidrogênio Puro Puro,Oxigênio Líquido,267.0,Internacional,1706,76.97,3.68
Super Oxigênio Premium Extra,Hidrogênio Gasoso,162.0,Nacional Premium,1529,,9.71
Max Hidrogênio Puro Puro,Oxigênio Líquido,268.0,Importado Especial,1773,8.18,4.76
Super Hidrogênio Puro Natural,Hidrogênio Líquido,226.0,Local,1688,98.88,2.13
Ultra Hidrogênio Verde Poderoso,Oxigênio Líquido,230.0,Importado Especial,1180,95.62,8.6
Super Oxigênio Puro Eficiente,Oxigênio Gasoso,174.0,Nacional Premium,799,,3.55
Super Oxigênio Eficiente Eficiente,Oxigênio Líquido,203.0,Nacional,728,25.83,7.35
Plus Hidrogênio Puro Poderoso,Hidrogênio Gasoso,209.0,Local,455,,7.67
Plus Oxigênio Puro Extra,Oxigênio Líquido,162.0,Internacional,1799,5.95,2.67
Super Hidrogênio Puro Eficiente,Oxigênio Gasoso,265.0,Local,1824,,1.32
Hiper Hidrogênio Eficiente Natural,Oxigênio Líquido,216.0,Local,1616,88.84,9.19
Avançado Oxigênio Premium Premium,Oxigênio Gasoso,194.0,Nacional Premium,1344,,8.14
Avançado Hidrogênio Puro Avançado,Hidrogênio Gasoso,229.0,Nacional Premium,1546,,4.99
Plus Hidrogênio Verde Eficiente,Oxigênio Gasoso,238.0,Importado,1018,,6.16
Essencial Hidrogênio Eficiente Avançado,Hidrogênio Líquido,199.0,Importado Especial,910,10.02,4.88
Ultra Hidrogênio Puro Premium,Oxigênio Gasoso,244.0,Nacional,1134,,1.66
Avançado Oxigênio Eficiente Poderoso,Hidrogênio Gasoso,178.0,Importado Exclusivo,81,,1.2
Mega Hidrogênio Eficiente Poderoso,Hidrogênio Gasoso,229.0,Nacional Premium,1331,,5.01
Super Hidrogênio Puro Premium,Hidrogênio Gasoso,227.0,Nacional,772,,5.23
Max Oxigênio Premium Eficiente,Oxigênio Líquido,171.0,Nacional,254,75.91,3.23
Hiper Hidrogênio Puro Essencial,Oxigênio Gasoso,261.0,Importado Exclusivo,568,,8.44
Avançado Oxigênio Premium Essencial,Hidrogênio Gasoso,168.0,Local,124,,1.71
Super Oxigênio Puro Natural,Oxigênio Gasoso,230.0,Local,864,,6.07
Mega Oxigênio Puro Premium,Hidrogênio Gasoso,171.0,Importado Exclusivo,1475,,7.51
Mega Hidrogênio Verde Premium,Hidrogênio Gasoso,232.0,Importado Especial,1767,,0.31
Super Hidrogênio Puro Extra,Hidrogênio Gasoso,234.0,Nacional,1310,,5.89
Ultra Oxigênio Puro Eficiente,Hidrogênio Líquido,180.0,Nacional Premium,758,75.94,6.42
Ultra Oxigênio Eficiente Verde,Oxigênio Líquido,161.0,Importado Exclusivo,569,72.57,2.84
Ultra Hidrogênio Puro Puro,Hidrogênio Líquido,269.0,Nacional,872,92.28,3.2
Avançado Hidrogênio Verde Poderoso,Oxigênio Líquido,194.0,Importado Exclusivo,404,80.02,3.66
Avançado Hidrogênio Eficiente Premium,Oxigênio Líquido,196.0,Nacional Premium,1192,19.81,0.78
Plus Oxigênio Premium Poderoso,Hidrogênio Líquido,193.0,Nacional Premium,1408,72.64,2.85
Super Hidrogênio Puro Extra,Hidrogênio Gasoso,247.0,Local,1195,,5.3
Super Hidrogênio Eficiente Puro,Oxigênio Gasoso,231.0,Importado Exclusivo,389,,6.66
Mega Hidrogênio Verde Natural,Oxigênio Gasoso,230.0,Internacional,528,,6.1
Super Hidrogênio Eficiente Eficiente,Hidrogênio Gasoso,191.0,Internacional,680,,4.98
Exclusivo Hidrogênio Puro Avançado,Oxigênio Gasoso,203.0,Importado Exclusivo,1654,,0.09
Ultra Oxigênio Premium Essencial,Hidrogênio Gasoso,152.0,Internacional,649,,7.86
Plus Hidrogênio Verde Puro,Hidrogênio Gasoso,222.0,Internacional,808,,5.05
Essencial Hidrogênio Puro Avançado,Oxigênio Líquido,224.0,Nacional,171,94.46,2.29
Plus Hidrogênio Verde Essencial,Oxigênio Gasoso,225.0,Importado Especial,146,,8.99
Avançado Hidrogênio Verde Puro,Hidrogênio Gasoso,244.0,Internacional,364,,8.93
Super Oxigênio Premium Eficiente,Oxigênio Gasoso,130.0,Internacional,1253,,8.91
Max Hidrogênio Puro Extra,Oxigênio Gasoso,209.0,Nacional,52,,6.75
Max Hidrogênio Eficiente Puro,Oxigênio Líquido,216.0,Local,1098,98.33,3.92
Mega Oxigênio Eficiente Puro,Oxigênio Líquido,162.0,Local,1887,67.24,2.95
Super Hidrogênio Puro Eficiente,Hidrogênio Gasoso,268.0,Importado Especial,1437,,1.75
Ultra Oxigênio Premium Avançado,Oxigênio Líquido,138.0,Nacional Premium,1599,90.27,6.31
Mega Oxigênio Premium Extra,Hidrogênio Gasoso,182.0,Nacional Premium,1728,,2.07
Plus Hidrogênio Verde Natural,Oxigênio Líquido,201.0,Importado Especial,1130,68.48,7.7
Hiper Hidrogênio Verde Verde,Oxigênio Líquido,213.0,Importado Especial,271,89.74,6.61
Avançado Hidrogênio Eficiente Natural,Hidrogênio Gasoso,200.0,Local,1319,,6.06
Hiper Oxigênio Premium Essencial,Oxigênio Líquido,156.0,Internacional,246,94.0,4.56
Max Hidrogênio Verde Extra,Hidrogênio Gasoso,250.0,Importado Exclusivo,969,,3.13
Hiper Hidrogênio Puro Essencial,Hidrogênio Gasoso,261.0,Nacional Premium,1114,,1.14
Mega Oxigênio Premium Eficiente,Oxigênio Líquido,179.0,Nacional,914,60.62,8.97
Super Hidrogênio Puro Essencial,Hidrogênio Gasoso,241.0,Internacional,1023,,1.81
Super Hidrogênio Verde Puro,Oxigênio Líquido,249.0,Importado,433,95.19,4.34
Super Oxigênio Premium Natural,Hidrogênio Gasoso,131.0,Nacional Premium,994,,6.04
Plus Oxigênio Puro Eficiente,Hidrogênio Líquido,215.0,Importado,1456,41.01,7.96
Mega Hidrogênio Verde Avançado,Hidrogênio Gasoso,202.0,Importado Exclusivo,1604,,7.91
Super Oxigênio Premium Verde,Oxigênio Gasoso,150.0,Importado Especial,510,,3.78
Plus Oxigênio Premium Essencial,Oxigênio Gasoso,142.0,Importado Exclusivo,1020,,2.54
Super Hidrogênio Verde Avançado,Oxigênio Gasoso,206.0,Nacional Premium,1839,,6.43
Avançado Hidrogênio Verde Natural,Oxigênio Gasoso,240.0,Importado Especial,1607,,8.21
Super Oxigênio Puro Premium,Hidrogênio Gasoso,179.0,Nacional Premium,313,,8.18
Ultra Oxigênio Eficiente Puro,Hidrogênio Gasoso,169.0,Local,1343,,0.25
Avançado Hidrogênio Eficiente Avançado,Hidrogênio Líquido,232.0,Importado,216,37.76,3.67
Max Oxigênio Eficiente Puro,Oxigênio Gasoso,161.0,Internacional,1864,,2.89
Super Hidrogênio Verde Avançado,Oxigênio Gasoso,234.0,Internacional,1571,,4.17
Avançado Hidrogênio Puro Natural,Hidrogênio Líquido,225.0,Importado Exclusivo,972,97.43,5.9
Plus Hidrogênio Puro Verde,Hidrogênio Gasoso,266.0,Internacional,329,,8.28
Hiper Oxigênio Eficiente Eficiente,Hidrogênio Gasoso,182.0,Importado Exclusivo,1981,,2.77
Ultra Hidrogênio Puro Eficiente,Hidrogênio Líquido,211.0,Nacional,773,40.48,1.98
Max Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,243.0,Nacional Premium,1654,,0.69
Mega Hidrogênio Eficiente Extra,Oxigênio Líquido,226.0,Importado Exclusivo,1030,83.15,5.94
Avançado Oxigênio Eficiente Poderoso,Oxigênio Líquido,155.0,Nacional,473,67.28,9.75
Super Oxigênio Eficiente Extra,Hidrogênio Líquido,215.0,Importado Exclusivo,268,56.04,4.62
Ultra Oxigênio Eficiente Puro,Oxigênio Gasoso,224.0,Importado Especial,1749,,7.99
Ultra Oxigênio Premium Poderoso,Oxigênio Gasoso,159.0,Nacional Premium,1316,,0.07
Max Oxigênio Puro Extra,Hidrogênio Líquido,171.0,Local,956,83.5,3.99
Plus Hidrogênio Verde Avançado,Hidrogênio Gasoso,202.0,Importado Especial,533,,8.96
Hiper Hidrogênio Verde Natural,Oxigênio Líquido,184.0,Importado,746,38.29,9.2
Essencial Oxigênio Puro Natural,Oxigênio Líquido,226.0,Importado,1142,90.91,3.01
Super Hidrogênio Eficiente Essencial,Hidrogênio Líquido,206.0,Local,860,83.88,3.37
Avançado Hidrogênio Eficiente Premium,Hidrogênio Líquido,220.0,Internacional,1444,16.16,6.7
Hiper Oxigênio Premium Eficiente,Hidrogênio Gasoso,192.0,Importado Especial,1929,,2.16
Hiper Oxigênio Eficiente Essencial,Hidrogênio Líquido,157.0,Local,1231,10.06,5.55
Max Oxigênio Premium Poderoso,Oxigênio Gasoso,131.0,Local,495,,2.68
Hiper Hidrogênio Puro Essencial,Oxigênio Líquido,257.0,Nacional,717,91.33,7.9
Hiper Hidrogênio Eficiente Essencial,Oxigênio Líquido,208.0,Internacional,131,79.36,2.44
Plus Oxigênio Premium Poderoso,Hidrogênio Gasoso,144.0,Nacional,1831,,4.88
Exclusivo Oxigênio Puro Avançado,Oxigênio Gasoso,188.0,Internacional,914,,3.93
Super Oxigênio Premium Eficiente,Hidrogênio Gasoso,180.0,Importado Exclusivo,1256,,7.08
Plus Oxigênio Premium Verde,Oxigênio Gasoso,168.0,Nacional,356,,6.38
Exclusivo Oxigênio Eficiente Natural,Hidrogênio Gasoso,195.0,Local,882,,8.07
Max Oxigênio Puro Natural,Hidrogênio Gasoso,200.0,Importado Especial,1038,,9.93
Avançado Hidrogênio Puro Puro,Hidrogênio Gasoso,224.0,Nacional,141,,8.18
Essencial Oxigênio Eficiente Natural,Hidrogênio Líquido,189.0,Importado Especial,1349,83.48,2.06
Essencial Oxigênio Eficiente Essencial,Hidrogênio Líquido,198.0,Importado Exclusivo,89,43.53,0.43
Avançado Oxigênio Puro Premium,Hidrogênio Líquido,212.0,Importado,1462,35.43,2.71
Avançado Oxigênio Premium Premium,Hidrogênio Líquido,174.0,Internacional,672,93.97,7.95
Ultra Oxigênio Puro Premium,Hidrogênio Líquido,183.0,Internacional,1104,71.47,7.03
Mega Hidrogênio Puro Essencial,Hidrogênio Gasoso,235.0,Internacional,1130,,9.89
Mega Oxigênio Eficiente Verde,Hidrogênio Líquido,183.0,Nacional Premium,166,42.44,6.95
Exclusivo Oxigênio Puro Extra,Hidrogênio Gasoso,198.0,Importado Exclusivo,581,,7.45
Exclusivo Oxigênio Eficiente Extra,Hidrogênio Líquido,178.0,Local,1827,31.84,1.74
Super Hidrogênio Verde Poderoso,Hidrogênio Gasoso,218.0,Importado Especial,343,,7.21
Mega Oxigênio Puro Poderoso,Oxigênio Líquido,194.0,Nacional Premium,1299,66.67,2.9
Exclusivo Hidrogênio Puro Puro,Hidrogênio Líquido,258.0,Nacional Premium,897,25.84,3.75
Mega Oxigênio Premium Extra,Hidrogênio Gasoso,173.0,Importado Exclusivo,594,,6.89
Super Hidrogênio Verde Poderoso,Hidrogênio Líquido,183.0,Internacional,1735,42.99,9.75
Avançado Oxigênio Eficiente Extra,Hidrogênio Líquido,163.0,Internacional,1081,83.56,2.41
Ultra Oxigênio Puro Verde,Hidrogênio Líquido,174.0,Importado Exclusivo,597,77.58,1.17
Ultra Hidrogênio Eficiente Eficiente,Hidrogênio Gasoso,197.0,Importado Exclusivo,1630,,6.73
Essencial Oxigênio Eficiente Natural,Oxigênio Gasoso,164.0,Local,1945,,6.83
Max Oxigênio Eficiente Essencial,Oxigênio Gasoso,185.0,Local,245,,4.19
Max Oxigênio Premium Essencial,Hidrogênio Líquido,176.0,Internacional,93,34.22,5.58
Ultra Oxigênio Eficiente Poderoso,Oxigênio Líquido,211.0,Local,1604,43.26,6.57
Max Hidrogênio Verde Extra,Hidrogênio Gasoso,212.0,Local,1431,,1.58
Super Oxigênio Premium Essencial,Hidrogênio Gasoso,142.0,Importado Especial,816,,1.96
Plus Hidrogênio Verde Extra,Hidrogênio Líquido,208.0,Local,940,25.64,1.18
Exclusivo Oxigênio Puro Verde,Oxigênio Gasoso,190.0,Importado Exclusivo,649,,7.12
Essencial Oxigênio Eficiente Premium,Hidrogênio Gasoso,184.0,Local,1383,,2.71
Super Hidrogênio Eficiente Eficiente,Hidrogênio Líquido,234.0,Local,83,99.89,7.17
Essencial Oxigênio Eficiente Natural,Hidrogênio Líquido,210.0,Nacional Premium,1242,54.42,1.82
Max Hidrogênio Puro Puro,Oxigênio Gasoso,265.0,Nacional,1961,,8.68
Hiper Oxigênio Premium Premium,Oxigênio Líquido,138.0,Local,1992,40.56,4.19
Avançado Hidrogênio Puro Puro,Hidrogênio Gasoso,233.0,Nacional,280,,3.34
Mega Hidrogênio Eficiente Natural,Oxigênio Líquido,235.0,Importado Especial,144,57.68,5.07
Max Oxigênio Eficiente Extra,Oxigênio Líquido,210.0,Nacional,1164,5.22,0.27
Ultra Oxigênio Eficiente Essencial,Oxigênio Líquido,213.0,Importado Exclusivo,209,69.15,0.93
Exclusivo Hidrogênio Puro Extra,Oxigênio Líquido,244.0,Importado Especial,1293,14.63,4.51
Max Hidrogênio Verde Eficiente,Oxigênio Líquido,225.0,Importado Exclusivo,1898,27.81,2.9
Exclusivo Hidrogênio Eficiente Avançado,Oxigênio Líquido,257.0,Importado Exclusivo,402,93.24,8.93
Max Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,248.0,Importado Exclusivo,1194,,6.78
Ultra Hidrogênio Eficiente Essencial,Hidrogênio Gasoso,236.0,Importado Especial,1198,,6.93
Hiper Oxigênio Eficiente Eficiente,Oxigênio Líquido,216.0,Importado Exclusivo,1513,58.58,8.9
Hiper Oxigênio Eficiente Essencial,Oxigênio Gasoso,190.0,Local,902,,0.22
Hiper Hidrogênio Eficiente Puro,Oxigênio Gasoso,250.0,Importado Exclusivo,1504,,3.46
Plus Oxigênio Eficiente Verde,Oxigênio Líquido,200.0,Nacional Premium,1889,14.32,0.85
Essencial Oxigênio Eficiente Poderoso,Hidrogênio Gasoso,175.0,Internacional,663,,8.31
Plus Oxigênio Premium Premium,Oxigênio Gasoso,130.0,Nacional,773,,3.29
Avançado Hidrogênio Verde Puro,Hidrogênio Líquido,188.0,Internacional,422,5.28,1.1
Mega Hidrogênio Eficiente Premium,Hidrogênio Gasoso,213.0,Local,1308,,9.23
Avançado Oxigênio Puro Poderoso,Oxigênio Líquido,203.0,Importado,500,96.5,6.01
Exclusivo Oxigênio Puro Extra,Hidrogênio Líquido,204.0,Importado,345,15.25,5.4
Ultra Oxigênio Eficiente Eficiente,Oxigênio Líquido,166.0,Nacional Premium,1547,5.64,4.27
Super Oxigênio Premium Avançado,Oxigênio Líquido,139.0,Internacional,1272,36.32,5.39
Essencial Oxigênio Premium Poderoso,Hidrogênio Líquido,139.0,Internacional,1963,77.78,4.29
Super Hidrogênio Verde Puro,Hidrogênio Líquido,226.0,Importado,1341,15.9,8.33
Ultra Hidrogênio Verde Premium,Hidrogênio Líquido,228.0,Nacional Premium,505,59.68,6.56
Mega Oxigênio Premium Natural,Hidrogênio Líquido,172.0,Importado Exclusivo,1631,29.12,6.43
Plus Oxigênio Puro Premium,Hidrogênio Líquido,197.0,Importado Especial,1610,95.64,5.61
Mega Oxigênio Puro Verde,Hidrogênio Líquido,174.0,Importado Especial,1150,50.69,6.25
Exclusivo Oxigênio Puro Natural,Oxigênio Gasoso,191.0,Internacional,1024,,1.84
Max Oxigênio Puro Eficiente,Hidrogênio Líquido,212.0,Importado,1475,52.74,1.85
Plus Oxigênio Premium Verde,Hidrogênio Gasoso,190.0,Nacional Premium,1311,,5.16
Super Hidrogênio Verde Poderoso,Oxigênio Gasoso,204.0,Internacional,1322,,8.53
Mega Oxigênio Eficiente Essencial,Hidrogênio Gasoso,159.0,Importado Especial,135,,4.5
Avançado Oxigênio Premium Poderoso,Oxigênio Líquido,138.0,Importado Exclusivo,1786,65.8,8.38
Avançado Oxigênio Premium Verde,Hidrogênio Líquido,130.0,Nacional Premium,1139,57.14,4.4
Ultra Oxigênio Puro Essencial,Hidrogênio Gasoso,191.0,Internacional,1564,,9.44
Mega Oxigênio Eficiente Premium,Oxigênio Líquido,163.0,Importado Exclusivo,1695,55.88,7.82
Max Oxigênio Eficiente Avançado,Oxigênio Líquido,208.0,Local,383,62.53,5.55
Hiper Hidrogênio Verde Eficiente,Hidrogênio Gasoso,185.0,Nacional Premium,1921,,7.37
Ultra Hidrogênio Eficiente Verde,Hidrogênio Líquido,212.0,Nacional Premium,1589,40.35,0.9
Essencial Hidrogênio Puro Extra,Hidrogênio Líquido,254.0,Importado Especial,693,15.3,8.32
Avançado Hidrogênio Puro Extra,Hidrogênio Líquido,241.0,Importado Especial,1803,52.37,4.03
Avançado Hidrogênio Verde Eficiente,Hidrogênio Gasoso,196.0,Importado Exclusivo,1043,,9.27
Hiper Oxigênio Eficiente Essencial,Oxigênio Gasoso,184.0,Local,415,,2.15
Max Oxigênio Eficiente Extra,Hidrogênio Gasoso,185.0,Importado Especial,1364,,8.12
Max Oxigênio Puro Essencial,Hidrogênio Líquido,202.0,Importado Exclusivo,1136,71.69,2.78
Hiper Oxigênio Premium Poderoso,Hidrogênio Líquido,138.0,Importado Especial,622,99.2,1.01
Ultra Oxigênio Eficiente Avançado,Oxigênio Líquido,221.0,Importado Especial,1395,9.48,5.06
Avançado Hidrogênio Verde Eficiente,Oxigênio Gasoso,180.0,Importado,1422,,5.85
Plus Oxigênio Premium Eficiente,Oxigênio Gasoso,153.0,Importado Exclusivo,1963,,1.16
Plus Hidrogênio Eficiente Premium,Oxigênio Gasoso,249.0,Internacional,538,,0.91
Mega Hidrogênio Verde Extra,Hidrogênio Gasoso,205.0,Local,1298,,3.88
Mega Oxigênio Puro Natural,Hidrogênio Gasoso,187.0,Nacional Premium,863,,8.48
Max Oxigênio Eficiente Avançado,Oxigênio Gasoso,157.0,Local,933,,7.23
Super Oxigênio Premium Premium,Oxigênio Gasoso,142.0,Nacional Premium,1922,,7.1
Max Hidrogênio Puro Essencial,Oxigênio Líquido,229.0,Local,742,31.07,5.32
Ultra Oxigênio Puro Puro,Oxigênio Gasoso,200.0,Internacional,560,,1.04
Ultra Hidrogênio Puro Poderoso,Oxigênio Gasoso,266.0,Importado Exclusivo,726,,9.54
Max Hidrogênio Verde Poderoso,Oxigênio Gasoso,189.0,Local,555,,1.74
Essencial Hidrogênio Puro Premium,Oxigênio Gasoso,201.0,Importado Exclusivo,1713,,1.04
Super Hidrogênio Puro Verde,Oxigênio Líquido,230.0,Nacional,1678,15.78,3.82
Plus Hidrogênio Verde Essencial,Oxigênio Líquido,238.0,Internacional,1552,44.1,2.83
Essencial Hidrogênio Verde Poderoso,Oxigênio Gasoso,187.0,Importado,257,,2.3
Ultra Oxigênio Puro Eficiente,Oxigênio Líquido,230.0,Importado Especial,1898,83.09,4.04
Mega Oxigênio Premium Natural,Hidrogênio Líquido,161.0,Nacional Premium,1200,19.14,5.23
Exclusivo Oxigênio Eficiente Avançado,Oxigênio Líquido,186.0,Internacional,740,40.75,0.58
Hiper Hidrogênio Eficiente Eficiente,Oxigênio Gasoso,247.0,Importado,578,,6.75
Max Oxigênio Premium Premium,Oxigênio Gasoso,133.0,Local,1626,,7.62
Max Oxigênio Premium Premium,Oxigênio Líquido,153.0,Internacional,705,54.72,0.65
Avançado Hidrogênio Eficiente Natural,Hidrogênio Líquido,230.0,Importado,780,33.97,3.45
Super Oxigênio Eficiente Verde,Hidrogênio Gasoso,198.0,Internacional,1787,,1.1
Plus Hidrogênio Verde Eficiente,Oxigênio Gasoso,223.0,Internacional,487,,9.89
