NomeProduto,Categoria,Preco,Origem,QuantidadeVendida,Litros,ImpactoAmbiental
Hiper Hidrogênio Puro Natural,Oxigênio Líquido,215.0,Internacional,334,24.01,7.15
Avançado Hidrogênio Puro Extra,Hidrogênio Líquido,220.0,Local,895,80.23,4.31
Ultra Hidrogênio Puro Avançado,Oxigênio Líquido,223.0,Internacional,1017,38.4,1.18
Plus Hidrogênio Puro Puro,Hidrogênio Gasoso,252.0,Importado Especial,1453,,7.15
Super Hidrogênio Puro Eficiente,Hidrogênio Líquido,204.0,Local,726,61.71,6.25
Essencial Hidrogênio Puro Eficiente,Oxigênio Líquido,204.0,Importado Exclusivo,366,24.16,1.04
Exclusivo Hidrogênio Puro Extra,Hidrogênio Líquido,264.0,Local,84,60.42,8.88
Essencial Hidrogênio Puro Verde,Oxigênio Gasoso,218.0,Nacional,1302,,3.7
Exclusivo Hidrogênio Puro Poderoso,Hidrogênio Líquido,229.0,Local,1494,16.03,1.0
Exclusivo Hidrogênio Puro Puro,Oxigênio Líquido,264.0,Importado Exclusivo,1254,33.31,7.21
Plus Hidrogênio Puro Avançado,Oxigênio Gasoso,265.0,Nacional,1616,,3.45
Avançado Hidrogênio Puro Poderoso,Oxigênio Líquido,224.0,Internacional,996,41.18,8.45
Avançado Hidrogênio Puro Puro,Hidrogênio Gasoso,233.0,Nacional,280,,3.34
Essencial Hidrogênio Puro Natural,Hidrogênio Líquido,205.0,Nacional,535,47.17,8.15
Hiper Hidrogênio Puro Verde,Oxigênio Gasoso,262.0,Local,1335,,7.53
Hiper Hidrogênio Puro Poderoso,Oxigênio Gasoso,243.0,Importado Especial,66,,4.59
Ultra Hidrogênio Puro Puro,Oxigênio Gasoso,268.0,Importado Exclusivo,105,,2.38
Ultra Hidrogênio Puro Puro,Oxigênio Gasoso,236.0,Importado Especial,77,,6.31
Max Hidrogênio Puro Essencial,Oxigênio Líquido,200.0,Importado Especial,1974,38.15,8.38
Super Hidrogênio Puro Poderoso,Hidrogênio Líquido,232.0,Internacional,1298,10.0,6.58
Essencial Hidrogênio Puro Verde,Oxigênio Gasoso,239.0,Nacional,1184,,6.59
Mega Hidrogênio Puro Extra,Hidrogênio Líquido,264.0,Importado Exclusivo,1873,7.84,8.17
Avançado Hidrogênio Puro Poderoso,Oxigênio Gasoso,261.0,Internacional,1143,,4.46
Ultra Hidrogênio Puro Natural,Oxigênio Gasoso,254.0,Internacional,146,,3.56
Super Hidrogênio Puro Extra,Hidrogênio Gasoso,241.0,Internacional,1240,,1.7
Avançado Hidrogênio Puro Eficiente,Oxigênio Gasoso,237.0,Nacional Premium,288,,8.52
Plus Hidrogênio Puro Puro,Hidrogênio Líquido,230.0,Nacional,701,85.85,6.11
Essencial Hidrogênio Puro Poderoso,Oxigênio Gasoso,243.0,Nacional Premium,1334,,3.23
Essencial Hidrogênio Puro Premium,Oxigênio Líquido,248.0,Internacional,1439,65.67,9.85
Avançado Hidrogênio Puro Premium,Hidrogênio Líquido,209.0,Importado Exclusivo,1729,12.97,9.01
Essencial Hidrogênio Puro Essencial,Hidrogênio Líquido,212.0,Importado Exclusivo,1863,75.59,9.73
Exclusivo Hidrogênio Puro Poderoso,Hidrogênio Gasoso,261.0,Nacional,1605,,2.49
Essencial Hidrogênio Puro Premium,Hidrogênio Líquido,259.0,Nacional Premium,865,8.99,5.42
Ultra Hidrogênio Puro Puro,Hidrogênio Líquido,269.0,Nacional,872,92.28,3.2
Essencial Hidrogênio Puro Premium,Oxigênio Gasoso,234.0,Internacional,62,,9.78
Mega Hidrogênio Puro Eficiente,Hidrogênio Líquido,208.0,Internacional,257,19.33,4.46
Super Hidrogênio Puro Premium,Oxigênio Líquido,248.0,Nacional Premium,1193,49.49,0.01
Plus Hidrogênio Puro Poderoso,Hidrogênio Gasoso,236.0,Nacional Premium,733,,4.67
Avançado Hidrogênio Puro Puro,Hidrogênio Gasoso,249.0,Nacional Premium,1351,,7.52
Avançado Hidrogênio Puro Avançado,Oxigênio Líquido,259.0,Nacional,1723,31.05,4.61
Plus Hidrogênio Puro Avançado,Oxigênio Gasoso,257.0,Local,1980,,1.93
Ultra Hidrogênio Puro Extra,Oxigênio Líquido,240.0,Importado Exclusivo,1165,63.45,3.03
Mega Hidrogênio Puro Premium,Hidrogênio Gasoso,222.0,Nacional Premium,1658,,2.38
Super Hidrogênio Puro Premium,Oxigênio Líquido,230.0,Nacional Premium,933,54.46,4.41
Exclusivo Hidrogênio Puro Eficiente,Hidrogênio Gasoso,234.0,Nacional Premium,1499,,2.13
Max Hidrogênio Puro Poderoso,Hidrogênio Gasoso,225.0,Nacional,1163,,2.71
Hiper Hidrogênio Puro Essencial,Hidrogênio Líquido,240.0,Importado Especial,1682,56.71,6.28
Ultra Hidrogênio Puro Natural,Oxigênio Gasoso,212.0,Nacional Premium,579,,7.33
Super Hidrogênio Puro Avançado,Hidrogênio Gasoso,235.0,Nacional Premium,558,,4.52
Max Hidrogênio Puro Poderoso,Oxigênio Líquido,270.0,Nacional,1523,68.27,7.29
Max Hidrogênio Puro Extra,Hidrogênio Líquido,238.0,Nacional,454,19.37,2.28
Mega Hidrogênio Puro Eficiente,Oxigênio Líquido,210.0,Nacional Premium,629,51.23,9.1
Exclusivo Hidrogênio Puro Premium,Hidrogênio Líquido,268.0,Local,295,79.87,9.81
Avançado Hidrogênio Puro Extra,Oxigênio Gasoso,202.0,Nacional,1512,,3.82
Avançado Hidrogênio Puro Essencial,Oxigênio Líquido,248.0,Local,866,9.17,5.37
Plus Hidrogênio Puro Extra,Oxigênio Gasoso,265.0,Nacional,708,,5.47
Max Hidrogênio Puro Eficiente,Hidrogênio Líquido,241.0,Importado Exclusivo,398,33.61,9.97
Ultra Hidrogênio Puro Poderoso,Oxigênio Líquido,263.0,Local,739,83.6,4.29
Avançado Hidrogênio Puro Premium,Oxigênio Gasoso,204.0,Nacional Premium,1266,,5.22
Essencial Hidrogênio Puro Avançado,Hidrogênio Gasoso,200.0,Internacional,1196,,1.32
Hiper Hidrogênio Puro Eficiente,Oxigênio Gasoso,220.0,Importado Exclusivo,618,,4.37
Hiper Hidrogênio Puro Premium,Hidrogênio Gasoso,270.0,Importado Exclusivo,1289,,0.44
Hiper Hidrogênio Puro Poderoso,Oxigênio Gasoso,221.0,Importado Especial,730,,3.43
Essencial Hidrogênio Puro Eficiente,Hidrogênio Gasoso,262.0,Nacional,93,,7.15
Hiper Hidrogênio Puro Puro,Hidrogênio Gasoso,208.0,Importado Exclusivo,1531,,6.83
Max Hidrogênio Puro Eficiente,Hidrogênio Líquido,224.0,Local,536,82.8,1.71
Ultra Hidrogênio Puro Premium,Oxigênio Líquido,232.0,Local,917,88.99,4.46
Exclusivo Hidrogênio Puro Puro,Hidrogênio Líquido,216.0,Nacional,1285,91.12,5.79
Hiper Hidrogênio Puro Poderoso,Hidrogênio Líquido,260.0,Local,161,61.02,8.67
Hiper Hidrogênio Puro Poderoso,Oxigênio Gasoso,229.0,Nacional,258,,2.85
Essencial Hidrogênio Puro Avançado,Hidrogênio Gasoso,226.0,Importado Exclusivo,596,,4.23
Ultra Hidrogênio Puro Avançado,Hidrogênio Líquido,268.0,Internacional,1769,31.01,4.35
Mega Hidrogênio Puro Eficiente,Hidrogênio Gasoso,269.0,Internacional,1080,,1.84
Max Hidrogênio Puro Verde,Oxigênio Líquido,264.0,Nacional,1239,54.5,0.27
Avançado Hidrogênio Puro Eficiente,Hidrogênio Líquido,262.0,Nacional,221,54.2,4.72
Essencial Hidrogênio Puro Essencial,Oxigênio Gasoso,255.0,Importado Exclusivo,1610,,1.53
Hiper Hidrogênio Puro Verde,Oxigênio Líquido,256.0,Importado Especial,1548,36.81,8.27
Max Hidrogênio Puro Premium,Oxigênio Líquido,202.0,Importado Exclusivo,537,25.6,2.23
Plus Hidrogênio Puro Verde,Oxigênio Líquido,256.0,Importado Especial,820,68.04,1.0
Avançado Hidrogênio Puro Natural,Oxigênio Gasoso,243.0,Importado Exclusivo,590,,3.28
Hiper Hidrogênio Puro Essencial,Oxigênio Líquido,204.0,Importado Especial,975,23.1,7.13
Essencial Hidrogênio Puro Avançado,Hidrogênio Gasoso,246.0,Importado Especial,911,,4.94
Exclusivo Hidrogênio Puro Puro,Oxigênio Líquido,244.0,Nacional,1024,34.86,8.02
Max Hidrogênio Puro Puro,Hidrogênio Líquido,205.0,Importado Exclusivo,232,87.0,5.39
Plus Hidrogênio Puro Essencial,Oxigênio Líquido,201.0,Importado Especial,726,98.4,1.18
Super Hidrogênio Puro Extra,Hidrogênio Líquido,245.0,Importado Exclusivo,654,75.04,0.45
Ultra Hidrogênio Puro Premium,Oxigênio Gasoso,219.0,Local,1284,,3.27
Super Hidrogênio Puro Essencial,Oxigênio Líquido,221.0,Nacional,888,36.71,4.24
Exclusivo Hidrogênio Puro Natural,Hidrogênio Gasoso,230.0,Importado Especial,1228,,8.42
Mega Hidrogênio Puro Eficiente,Oxigênio Gasoso,248.0,Importado Especial,607,,0.35
Essencial Hidrogênio Puro Avançado,Oxigênio Líquido,224.0,Nacional,171,94.46,2.29
Super Hidrogênio Puro Poderoso,Hidrogênio Líquido,270.0,Internacional,686,81.57,9.49
Ultra Hidrogênio Puro Eficiente,Oxigênio Líquido,216.0,Nacional,1814,75.25,5.15
Super Hidrogênio Puro Eficiente,Oxigênio Gasoso,265.0,Local,1824,,1.32
Avançado Hidrogênio Puro Verde,Hidrogênio Gasoso,257.0,Local,1153,,3.98
Ultra Hidrogênio Puro Verde,Oxigênio Líquido,269.0,Importado Exclusivo,986,83.39,8.91
Super Hidrogênio Puro Puro,Hidrogênio Gasoso,225.0,Importado Exclusivo,1274,,3.17
Avançado Hidrogênio Puro Premium,Hidrogênio Líquido,243.0,Local,1673,73.46,0.95
Hiper Hidrogênio Puro Eficiente,Oxigênio Líquido,215.0,Nacional,1680,60.06,2.29
Ultra Hidrogênio Puro Essencial,Hidrogênio Gasoso,208.0,Internacional,977,,6.42
Max Hidrogênio Puro Verde,Oxigênio Gasoso,227.0,Nacional Premium,107,,5.12
Max Hidrogênio Puro Extra,Oxigênio Gasoso,209.0,Nacional,52,,6.75
Ultra Hidrogênio Puro Poderoso,Oxigênio Gasoso,263.0,Nacional Premium,1129,,7.4
Max Hidrogênio Puro Premium,Oxigênio Líquido,201.0,Importado Especial,166,60.36,3.23
Super Hidrogênio Puro Avançado,Hidrogênio Gasoso,200.0,Internacional,634,,0.81
Hiper Hidrogênio Puro Essencial,Hidrogênio Líquido,205.0,Local,1526,89.43,6.89
Essencial Hidrogênio Puro Eficiente,Oxigênio Líquido,201.0,Internacional,743,23.21,0.76
Max Hidrogênio Puro Verde,Oxigênio Gasoso,244.0,Nacional,1812,,9.3
Plus Hidrogênio Puro Verde,Hidrogênio Líquido,258.0,Nacional,1259,52.29,7.27
Essencial Hidrogênio Puro Verde,Hidrogênio Líquido,246.0,Importado Especial,944,81.14,7.85
Ultra Hidrogênio Puro Poderoso,Oxigênio Líquido,265.0,Nacional Premium,430,79.1,6.77
Mega Hidrogênio Puro Natural,Hidrogênio Líquido,268.0,Nacional,1854,50.97,2.94
Mega Hidrogênio Puro Premium,Oxigênio Gasoso,210.0,Nacional,1527,,5.33
Avançado Hidrogênio Puro Poderoso,Oxigênio Líquido,204.0,Importado Exclusivo,54,51.84,5.13
Mega Hidrogênio Puro Avançado,Hidrogênio Gasoso,245.0,Importado Especial,1564,,6.25
Super Hidrogênio Puro Natural,Hidrogênio Líquido,247.0,Nacional,1178,11.75,5.41
Ultra Hidrogênio Puro Poderoso,Oxigênio Líquido,269.0,Nacional,1810,14.31,3.1
Exclusivo Hidrogênio Puro Puro,Hidrogênio Líquido,209.0,Local,141,93.49,8.37
Ultra Hidrogênio Puro Puro,Oxigênio Gasoso,266.0,Importado Especial,1020,,8.42
Exclusivo Hidrogênio Puro Avançado,Hidrogênio Gasoso,235.0,Internacional,437,,1.79
Plus Hidrogênio Puro Extra,Oxigênio Líquido,232.0,Internacional,1973,41.18,9.6
Hiper Hidrogênio Puro Eficiente,Hidrogênio Gasoso,203.0,Importado Especial,1585,,7.89
Mega Hidrogênio Puro Verde,Hidrogênio Líquido,239.0,Importado Especial,524,28.12,8.84
Max Hidrogênio Puro Puro,Oxigênio Gasoso,223.0,Nacional Premium,1311,,1.95
Essencial Hidrogênio Puro Extra,Oxigênio Gasoso,224.0,Local,518,,3.01
Mega Hidrogênio Puro Poderoso,Hidrogênio Gasoso,243.0,Importado Exclusivo,116,,0.21
Essencial Hidrogênio Puro Natural,Hidrogênio Gasoso,245.0,Nacional,1280,,9.42
Avançado Hidrogênio Puro Essencial,Hidrogênio Gasoso,264.0,Nacional,602,,2.46
Hiper Hidrogênio Puro Verde,Hidrogênio Líquido,263.0,Nacional Premium,979,58.47,2.05
Exclusivo Hidrogênio Puro Verde,Oxigênio Gasoso,264.0,Nacional Premium,1417,,8.63
Avançado Hidrogênio Puro Poderoso,Hidrogênio Líquido,257.0,Importado Exclusivo,1921,17.97,8.71
Essencial Hidrogênio Puro Essencial,Oxigênio Gasoso,258.0,Nacional Premium,502,,8.58
Essencial Hidrogênio Puro Natural,Oxigênio Gasoso,247.0,Nacional Premium,447,,5.72
Avançado Hidrogênio Puro Poderoso,Hidrogênio Gasoso,230.0,Importado Exclusivo,230,,0.84
Exclusivo Hidrogênio Puro Natural,Hidrogênio Gasoso,236.0,Nacional,1593,,3.62
Essencial Hidrogênio Puro Avançado,Oxigênio Gasoso,210.0,Importado Especial,199,,9.39
Ultra Hidrogênio Puro Premium,Oxigênio Líquido,243.0,Nacional Premium,707,89.87,0.62
Max Hidrogênio Puro Poderoso,Oxigênio Gasoso,219.0,Nacional,793,,0.01
Hiper Hidrogênio Puro Verde,Hidrogênio Gasoso,243.0,Importado Exclusivo,1837,,3.49
Mega Hidrogênio Puro Essencial,Hidrogênio Gasoso,248.0,Internacional,1762,,7.15
Exclusivo Hidrogênio Puro Verde,Hidrogênio Líquido,203.0,Internacional,1023,66.84,8.08
Hiper Hidrogênio Puro Avançado,Hidrogênio Líquido,265.0,Local,1805,36.07,10.0
Essencial Hidrogênio Puro Poderoso,Hidrogênio Líquido,224.0,Local,426,71.44,8.0
Exclusivo Hidrogênio Puro Avançado,Oxigênio Gasoso,203.0,Importado Exclusivo,1654,,0.09
Avançado Hidrogênio Puro Poderoso,Oxigênio Líquido,261.0,Internacional,250,92.92,2.48
Avançado Hidrogênio Puro Extra,Oxigênio Gasoso,203.0,Internacional,973,,1.8
Plus Hidrogênio Puro Avançado,Oxigênio Gasoso,220.0,Importado Especial,519,,7.98
Super Hidrogênio Puro Natural,Oxigênio Gasoso,261.0,Importado Especial,773,,9.52
Hiper Hidrogênio Puro Verde,Hidrogênio Líquido,270.0,Nacional Premium,892,37.54,8.86
Exclusivo Hidrogênio Puro Essencial,Oxigênio Líquido,204.0,Nacional,1057,20.36,5.79
Super Hidrogênio Puro Natural,Hidrogênio Gasoso,200.0,Internacional,1152,,9.81
Mega Hidrogênio Puro Avançado,Hidrogênio Gasoso,255.0,Nacional,1047,,9.01
Essencial Hidrogênio Puro Verde,Hidrogênio Gasoso,218.0,Local,1182,,7.4
Essencial Hidrogênio Puro Premium,Hidrogênio Líquido,201.0,Importado Especial,1068,46.91,8.35
Exclusivo Hidrogênio Puro Natural,Oxigênio Líquido,237.0,Internacional,1868,74.79,8.93
Max Hidrogênio Puro Poderoso,Oxigênio Líquido,224.0,Internacional,104,55.18,8.47
Plus Hidrogênio Puro Verde,Oxigênio Gasoso,223.0,Importado Exclusivo,994,,8.88
Max Hidrogênio Puro Natural,Oxigênio Líquido,261.0,Internacional,1085,99.6,8.83
Super Hidrogênio Puro Puro,Hidrogênio Gasoso,210.0,Nacional Premium,1972,,1.32
Hiper Hidrogênio Puro Premium,Oxigênio Gasoso,211.0,Internacional,1634,,9.75
Exclusivo Hidrogênio Puro Eficiente,Hidrogênio Gasoso,224.0,Importado Exclusivo,1508,,2.93
Plus Hidrogênio Puro Verde,Oxigênio Gasoso,217.0,Importado Especial,125,,7.17
Ultra Hidrogênio Puro Premium,Hidrogênio Líquido,263.0,Importado Exclusivo,430,63.51,2.52
Mega Hidrogênio Puro Poderoso,Hidrogênio Gasoso,259.0,Nacional Premium,95,,7.62
Super Hidrogênio Puro Verde,Oxigênio Gasoso,222.0,Nacional Premium,1534,,3.15
Hiper Hidrogênio Puro Puro,Oxigênio Gasoso,248.0,Importado Exclusivo,1683,,3.74
Essencial Hidrogênio Puro Extra,Oxigênio Líquido,240.0,Nacional Premium,1126,23.18,0.07
Super Hidrogênio Puro Verde,Oxigênio Líquido,254.0,Nacional,861,78.74,9.59
Avançado Hidrogênio Puro Poderoso,Oxigênio Líquido,210.0,Importado Exclusivo,1774,41.63,2.29
Hiper Hidrogênio Puro Premium,Hidrogênio Líquido,215.0,Importado Exclusivo,1360,14.59,4.61
Exclusivo Hidrogênio Puro Essencial,Oxigênio Gasoso,266.0,Internacional,367,,9.76
Hiper Hidrogênio Puro Eficiente,Oxigênio Líquido,211.0,Nacional,874,63.54,1.43
Exclusivo Hidrogênio Puro Natural,Hidrogênio Gasoso,209.0,Internacional,203,,3.22
Mega Hidrogênio Puro Verde,Oxigênio Líquido,260.0,Nacional,1417,70.06,8.76
Essencial Hidrogênio Puro Premium,Oxigênio Líquido,256.0,Nacional Premium,1786,30.54,6.56
Ultra Hidrogênio Puro Natural,Hidrogênio Líquido,249.0,Importado Exclusivo,1218,13.49,5.13
Max Hidrogênio Puro Poderoso,Oxigênio Líquido,241.0,Nacional Premium,1717,74.34,7.46
Max Hidrogênio Puro Poderoso,Hidrogênio Líquido,201.0,Local,684,11.75,0.01
Mega Hidrogênio Puro Premium,Hidrogênio Gasoso,253.0,Importado Especial,1593,,4.15
Exclusivo Hidrogênio Puro Extra,Oxigênio Líquido,246.0,Internacional,286,90.06,3.35
Super Hidrogênio Puro Premium,Oxigênio Gasoso,269.0,Nacional,1576,,4.44
Exclusivo Hidrogênio Puro Poderoso,Hidrogênio Gasoso,228.0,Internacional,387,,5.01
Hiper Hidrogênio Puro Extra,Oxigênio Gasoso,214.0,Local,1981,,8.58
Super Hidrogênio Puro Avançado,Oxigênio Líquido,237.0,Nacional,338,46.67,6.52
Hiper Hidrogênio Puro Puro,Oxigênio Gasoso,232.0,Importado Especial,1633,,0.47
Max Hidrogênio Puro Poderoso,Oxigênio Gasoso,224.0,Importado Exclusivo,1634,,0.01
Avançado Hidrogênio Puro Verde,Oxigênio Gasoso,236.0,Local,1868,,9.14
Essencial Hidrogênio Puro Essencial,Hidrogênio Gasoso,251.0,Importado Exclusivo,1704,,6.25
Exclusivo Hidrogênio Puro Avançado,Hidrogênio Gasoso,245.0,Local,1683,,4.74
Hiper Hidrogênio Puro Extra,Hidrogênio Líquido,262.0,Importado Exclusivo,1147,7.4,5.97
Super Hidrogênio Puro Avançado,Hidrogênio Gasoso,246.0,Importado Exclusivo,792,,0.78
Essencial Hidrogênio Puro Premium,Oxigênio Líquido,227.0,Local,754,90.95,3.32
Avançado Hidrogênio Puro Poderoso,Oxigênio Líquido,227.0,Nacional,219,53.39,7.6
Ultra Hidrogênio Puro Extra,Oxigênio Gasoso,249.0,Local,148,,9.82
Avançado Hidrogênio Puro Puro,Oxigênio Gasoso,250.0,Importado Exclusivo,1963,,7.84
Super Hidrogênio Puro Poderoso,Hidrogênio Líquido,217.0,Local,653,66.04,2.53
Avançado Hidrogênio Puro Puro,Hidrogênio Líquido,267.0,Importado Exclusivo,1328,11.91,0.67
Hiper Hidrogênio Puro Natural,Hidrogênio Líquido,244.0,Internacional,772,32.12,4.89
Exclusivo Hidrogênio Puro Puro,Hidrogênio Líquido,258.0,Nacional Premium,897,25.84,3.75
Max Hidrogênio Puro Extra,Hidrogênio Líquido,259.0,Internacional,1574,8.49,4.56
Mega Hidrogênio Puro Extra,Oxigênio Líquido,252.0,Nacional,578,80.13,3.64
Ultra Hidrogênio Puro Eficiente,Hidrogênio Gasoso,231.0,Nacional,1713,,8.97
Exclusivo Hidrogênio Puro Extra,Hidrogênio Líquido,211.0,Importado Exclusivo,671,35.13,3.72
Plus Hidrogênio Puro Extra,Oxigênio Líquido,224.0,Importado Especial,1177,43.08,4.22
Super Hidrogênio Puro Puro,Oxigênio Gasoso,240.0,Local,1979,,1.74
Ultra Hidrogênio Puro Poderoso,Hidrogênio Líquido,214.0,Importado Especial,902,22.54,0.83
Plus Hidrogênio Puro Verde,Hidrogênio Gasoso,270.0,Local,1399,,0.84
Essencial Hidrogênio Puro Verde,Oxigênio Gasoso,262.0,Internacional,1602,,6.23
Avançado Hidrogênio Puro Avançado,Hidrogênio Líquido,252.0,Importado Exclusivo,1335,86.01,9.98
Hiper Hidrogênio Puro Verde,Oxigênio Líquido,244.0,Local,1408,70.41,1.99
Essencial Hidrogênio Puro Poderoso,Oxigênio Gasoso,257.0,Importado Especial,1988,,1.03
Super Hidrogênio Puro Essencial,Hidrogênio Gasoso,202.0,Importado Especial,198,,6.01
Ultra Hidrogênio Puro Premium,Hidrogênio Líquido,261.0,Local,1139,97.2,9.24
Essencial Hidrogênio Puro Verde,Hidrogênio Gasoso,200.0,Importado Especial,1614,,1.15
Max Hidrogênio Puro Puro,Hidrogênio Líquido,268.0,Importado Especial,1693,89.25,3.67
Avançado Hidrogênio Puro Puro,Hidrogênio Gasoso,224.0,Nacional,141,,8.18
Max Hidrogênio Puro Avançado,Hidrogênio Gasoso,269.0,Importado Exclusivo,1224,,2.35
Exclusivo Hidrogênio Puro Premium,Oxigênio Gasoso,266.0,Internacional,1435,,2.4
Essencial Hidrogênio Puro Puro,Oxigênio Gasoso,253.0,Importado Exclusivo,303,,4.29
Plus Hidrogênio Puro Puro,Hidrogênio Líquido,254.0,Nacional Premium,68,91.08,1.53
Exclusivo Hidrogênio Puro Poderoso,Hidrogênio Líquido,211.0,Nacional Premium,595,82.26,10.0
Essencial Hidrogênio Puro Poderoso,Hidrogênio Gasoso,257.0,Nacional,572,,3.12
Exclusivo Hidrogênio Puro Essencial,Oxigênio Líquido,226.0,Nacional,1981,79.33,2.16
Super Hidrogênio Puro Natural,Hidrogênio Gasoso,222.0,Local,1662,,6.12
Avançado Hidrogênio Puro Eficiente,Hidrogênio Líquido,232.0,Importado Exclusivo,731,29.04,4.12
Super Hidrogênio Puro Puro,Oxigênio Líquido,219.0,Local,1960,32.44,0.97
Ultra Hidrogênio Puro Extra,Hidrogênio Gasoso,228.0,Importado Especial,1049,,1.73
Max Hidrogênio Puro Extra,Hidrogênio Gasoso,248.0,Nacional Premium,447,,9.66
Max Hidrogênio Puro Natural,Hidrogênio Líquido,228.0,Local,1536,69.93,4.59
Hiper Hidrogênio Puro Poderoso,Oxigênio Líquido,215.0,Nacional Premium,991,67.43,7.82
Avançado Hidrogênio Puro Eficiente,Hidrogênio Gasoso,249.0,Internacional,1298,,1.03
Mega Hidrogênio Puro Avançado,Oxigênio Gasoso,212.0,Importado Exclusivo,1635,,3.98
Mega Hidrogênio Puro Premium,Oxigênio Gasoso,220.0,Importado Especial,1881,,8.27
Mega Hidrogênio Puro Avançado,Oxigênio Líquido,212.0,Nacional,973,42.97,4.87
Mega Hidrogênio Puro Poderoso,Hidrogênio Líquido,204.0,Local,1898,13.02,8.67
Mega Hidrogênio Puro Extra,Hidrogênio Líquido,220.0,Local,1309,53.31,9.31
Plus Hidrogênio Puro Verde,Oxigênio Gasoso,234.0,Nacional Premium,104,,6.32
Max Hidrogênio Puro Eficiente,Hidrogênio Líquido,260.0,Nacional Premium,1473,52.46,1.13
Ultra Hidrogênio Puro Verde,Hidrogênio Gasoso,246.0,Nacional,401,,2.06
Essencial Hidrogênio Puro Eficiente,Hidrogênio Líquido,219.0,Nacional,1936,75.68,5.67
Hiper Hidrogênio Puro Essencial,Hidrogênio Gasoso,261.0,Nacional Premium,1114,,1.14
Avançado Hidrogênio Puro Extra,Hidrogênio Gasoso,209.0,Nacional Premium,419,,1.02
Ultra Hidrogênio Puro Puro,Hidrogênio Gasoso,236.0,Importado Especial,265,,7.42
Exclusivo Hidrogênio Puro Essencial,Hidrogênio Gasoso,258.0,Internacional,617,,9.58
Avançado Hidrogênio Puro Essencial,Oxigênio Gasoso,264.0,Importado Exclusivo,735,,6.12
Hiper Hidrogênio Puro Puro,Hidrogênio Líquido,238.0,Nacional Premium,165,56.44,0.84
Hiper Hidrogênio Puro Essencial,Oxigênio Líquido,257.0,Nacional,717,91.33,7.9
Exclusivo Hidrogênio Puro Premium,Hidrogênio Líquido,254.0,Importado Especial,1684,29.11,2.89
Essencial Hidrogênio Puro Avançado,Oxigênio Gasoso,201.0,Nacional Premium,1028,,3.49
Avançado Hidrogênio Puro Extra,Hidrogênio Gasoso,259.0,Importado Especial,304,,3.17
Hiper Hidrogênio Puro Essencial,Hidrogênio Gasoso,254.0,Importado Exclusivo,817,,1.19
Mega Hidrogênio Puro Essencial,Oxigênio Gasoso,258.0,Internacional,1482,,7.17
Super Hidrogênio Puro Premium,Oxigênio Líquido,202.0,Nacional Premium,1654,52.39,5.46
Super Hidrogênio Puro Premium,Oxigênio Gasoso,220.0,Local,272,,5.62
Hiper Hidrogênio Puro Premium,Oxigênio Gasoso,259.0,Importado Exclusivo,454,,2.04
Super Hidrogênio Puro Puro,Hidrogênio Líquido,205.0,Nacional,80,8.92,3.6
Essencial Hidrogênio Puro Poderoso,Hidrogênio Líquido,204.0,Importado Exclusivo,1379,29.5,0.81
Avançado Hidrogênio Puro Avançado,Hidrogênio Líquido,206.0,Internacional,380,58.14,1.32
Exclusivo Hidrogênio Puro Puro,Hidrogênio Líquido,258.0,Nacional Premium,1017,20.85,2.79
Max Hidrogênio Puro Puro,Oxigênio Gasoso,215.0,Local,786,,6.21
Mega Hidrogênio Puro Avançado,Oxigênio Gasoso,256.0,Importado Exclusivo,1789,,0.88
Essencial Hidrogênio Puro Puro,Oxigênio Gasoso,214.0,Importado Especial,515,,7.76
Essencial Hidrogênio Puro Natural,Hidrogênio Líquido,251.0,Nacional Premium,127,92.41,5.01
Exclusivo Hidrogênio Puro Eficiente,Hidrogênio Líquido,237.0,Importado Exclusivo,77,80.26,0.71
Ultra Hidrogênio Puro Verde,Hidrogênio Gasoso,268.0,Local,195,,1.23
Ultra Hidrogênio Puro Essencial,Hidrogênio Líquido,215.0,Local,1307,83.51,5.99
Super Hidrogênio Puro Avançado,Hidrogênio Líquido,267.0,Nacional Premium,1831,61.9,0.0
Avançado Hidrogênio Puro Puro,Oxigênio Líquido,224.0,Nacional Premium,525,34.02,9.62
Exclusivo Hidrogênio Puro Natural,Hidrogênio Líquido,205.0,Local,550,39.36,2.8
Super Hidrogênio Puro Essencial,Oxigênio Gasoso,238.0,Importado Exclusivo,938,,4.07
Plus Hidrogênio Puro Poderoso,Hidrogênio Gasoso,209.0,Local,455,,7.67
Exclusivo Hidrogênio Puro Extra,Oxigênio Líquido,244.0,Local,1649,76.94,6.8
Essencial Hidrogênio Puro Premium,Hidrogênio Líquido,219.0,Nacional,334,89.31,7.75
Plus Hidrogênio Puro Poderoso,Hidrogênio Gasoso,247.0,Nacional,650,,6.67
Ultra Hidrogênio Puro Natural,Oxigênio Gasoso,270.0,Internacional,1746,,0.77
Exclusivo Hidrogênio Puro Natural,Hidrogênio Líquido,263.0,Internacional,1121,67.86,2.36
Avançado Hidrogênio Puro Extra,Hidrogênio Líquido,250.0,Nacional,1604,5.38,2.53
Exclusivo Hidrogênio Puro Premium,Oxigênio Líquido,226.0,Local,217,59.44,4.69
Super Hidrogênio Puro Extra,Hidrogênio Gasoso,234.0,Nacional,1310,,5.89
Max Hidrogênio Puro Eficiente,Oxigênio Gasoso,237.0,Importado Especial,395,,5.63
